t_s,cmd_hz,meas_hz,meas_a
0.0007,600.000,592.90,4.80
0.1075,900.000,592.90,4.80
0.2061,900.000,592.90,4.80
0.3062,900.000,592.90,4.80
0.4061,900.000,601.80,5.40
0.5021,900.000,601.80,5.40
0.6384,900.000,646.00,6.40
0.7059,900.000,646.00,6.40
0.8060,900.000,646.00,6.40
0.9059,900.000,681.40,6.80
1.0058,900.000,681.40,6.80
1.1386,900.000,743.40,7.30
1.2056,900.000,743.40,7.30
1.3047,900.000,743.40,7.30
1.4061,900.000,784.70,7.60
1.5010,900.000,784.70,7.60
1.6384,900.000,843.70,8.10
1.7061,900.000,843.70,8.10
1.8061,900.000,843.70,8.10
1.9044,900.000,876.20,7.60
2.0013,900.000,876.20,7.60
2.1383,900.000,890.90,7.00
2.2060,900.000,890.90,7.00
2.3056,900.000,890.90,7.00
2.4057,900.000,893.80,6.80
2.5062,900.000,893.80,6.80
2.6389,900.000,893.80,6.70
2.7058,900.000,893.80,6.70
2.8059,900.000,893.80,6.70
2.9056,900.000,893.80,6.70
3.0050,900.000,893.80,6.70
3.1380,900.000,893.80,6.70
3.2061,900.000,893.80,6.70
3.3059,900.000,893.80,6.70
3.4038,900.000,893.80,6.60
3.5059,900.000,893.80,6.60
3.6048,900.000,893.80,6.60
3.7042,900.000,893.80,6.60
3.8387,900.000,893.80,6.60
3.9022,900.000,893.80,6.60
4.0046,900.000,893.80,6.60
4.1031,900.000,893.80,6.60
4.2057,900.000,890.90,6.70
4.3041,900.000,890.90,6.70
4.4049,900.000,890.90,6.70
4.5012,900.000,893.80,6.60
4.6033,900.000,893.80,6.60
4.7387,900.000,893.80,6.60
4.8016,900.000,893.80,6.60
4.9023,900.000,893.80,6.60
5.0053,900.000,893.80,6.60
5.1012,900.000,893.80,6.60
5.2385,900.000,893.80,6.70
5.3024,900.000,893.80,6.70
5.4056,900.000,893.80,6.70
5.5020,900.000,893.80,6.60
5.6050,900.000,893.80,6.60
5.7387,900.000,893.80,6.70
5.8059,900.000,893.80,6.70
5.9059,900.000,893.80,6.70
6.0060,900.000,893.80,6.60
6.1023,900.000,893.80,6.60
6.2388,900.000,893.80,6.70
6.3061,900.000,893.80,6.70
6.4061,900.000,893.80,6.70
6.5059,900.000,893.80,6.70
6.6041,900.000,893.80,6.70
6.7046,900.000,893.80,6.70
6.8047,900.000,893.80,6.70
6.9390,900.000,893.80,6.70
7.0025,900.000,893.80,6.70
7.1029,900.000,893.80,6.70
7.2388,900.000,893.80,6.60
7.3062,900.000,893.80,6.60
7.4058,900.000,893.80,6.60
7.5061,900.000,893.80,6.60
7.6061,900.000,893.80,6.60
7.7042,900.000,893.80,6.60
7.8061,900.000,893.80,6.60
7.9059,900.000,893.80,6.70
8.0059,900.000,893.80,6.70
8.1025,900.000,893.80,6.70
8.2390,900.000,893.80,6.70
8.3059,900.000,893.80,6.70
8.4022,900.000,893.80,6.70
