t_s,cmd_hz,meas_hz,meas_a
8.6816,1194.368,1150.50,9.50
8.7057,1195.855,1150.50,9.50
8.7816,1197.118,1150.50,9.50
8.8055,1198.153,1162.30,9.50
8.8817,1198.960,1162.30,9.50
8.9008,1199.538,1162.30,9.50
8.9814,1199.884,1162.30,9.50
9.0047,1200.000,1180.00,9.40
9.0819,1199.884,1180.00,9.40
9.1053,1199.538,1180.00,9.40
9.1816,1198.960,1180.00,9.40
9.2044,1198.153,1180.00,9.40
9.2814,1197.118,1180.00,9.40
9.3056,1195.855,1185.90,9.30
9.3814,1194.368,1185.90,9.30
9.4013,1192.658,1185.90,9.30
9.4825,1190.729,1185.90,9.30
9.5060,1188.582,1185.90,9.00
9.5823,1186.221,1185.90,9.00
9.6023,1183.651,1185.90,9.00
9.6813,1180.874,1185.90,9.00
9.7053,1177.896,1185.90,9.00
9.7813,1174.720,1185.90,9.00
9.8055,1171.353,1183.00,8.90
9.8812,1167.798,1183.00,8.90
9.9051,1164.061,1183.00,8.90
9.9813,1160.148,1183.00,8.90
10.0027,1156.066,1171.20,8.60
10.0813,1151.820,1171.20,8.60
10.1007,1147.417,1171.20,8.60
10.1813,1142.864,1171.20,8.60
10.2064,1138.168,1159.40,8.50
10.2813,1133.336,1159.40,8.50
10.3054,1128.375,1159.40,8.50
10.3814,1123.293,1159.40,8.50
10.4054,1118.099,1159.40,8.50
10.4814,1112.799,1159.40,8.50
10.5026,1107.403,1138.70,8.10
10.5815,1101.918,1138.70,8.10
10.6049,1096.353,1138.70,8.10
10.6815,1090.716,1138.70,8.10
10.7068,1085.017,1121.00,7.90
10.7814,1079.264,1121.00,7.90
10.8054,1073.465,1121.00,7.90
10.8816,1067.631,1121.00,7.90
10.9055,1061.769,1121.00,7.90
10.9816,1055.889,1121.00,7.90
11.0062,1050.000,1088.60,7.50
11.0814,1044.111,1088.60,7.50
11.1015,1038.231,1088.60,7.50
11.1817,1032.369,1088.60,7.50
11.2028,1026.535,1088.60,7.50
11.2814,1020.736,1088.60,7.50
11.3057,1014.983,1067.90,7.30
11.3815,1009.284,1067.90,7.30
11.4030,1003.647,1067.90,7.30
11.4815,998.082,1067.90,7.30
11.5022,992.597,1032.50,7.00
11.5814,987.201,1032.50,7.00
11.6052,981.901,1032.50,7.00
11.6816,976.707,1032.50,7.00
11.7075,971.625,1008.90,6.90
11.7816,966.664,1008.90,6.90
11.8055,961.832,1008.90,6.90
11.8817,957.136,1008.90,6.90
11.9009,952.583,1008.90,6.90
11.9817,948.180,1008.90,6.90
12.0015,943.934,976.40,6.60
12.0815,939.852,976.40,6.60
12.1012,935.939,976.40,6.60
12.1816,932.202,976.40,6.60
12.2067,928.647,955.80,6.50
12.2814,925.280,955.80,6.50
12.3053,922.104,955.80,6.50
12.3816,919.126,955.80,6.50
12.4049,916.349,955.80,6.50
12.4816,913.779,955.80,6.50
12.5070,911.418,929.20,6.40
12.5814,909.271,929.20,6.40
12.6012,907.342,929.20,6.40
12.6815,905.632,929.20,6.40
12.7054,904.145,929.20,6.40
12.7834,902.882,929.20,6.40
12.8049,901.847,908.60,6.40
12.8816,901.040,908.60,6.40
12.9054,900.462,908.60,6.40
12.9817,900.116,908.60,6.40
13.0068,900.000,899.80,6.40
13.0817,900.000,899.80,6.40
13.1055,900.000,899.80,6.40
13.1814,900.000,899.80,6.40
13.2043,900.000,899.80,6.40
13.2816,900.000,899.80,6.40
13.3031,900.000,893.80,6.50
13.3817,900.000,893.80,6.50
13.4032,900.000,893.80,6.50
13.4817,900.000,893.80,6.50
13.5046,900.000,890.90,6.50
13.5817,900.000,890.90,6.50
13.6052,900.000,890.90,6.50
13.6817,900.000,890.90,6.50
13.7018,900.000,890.90,6.50
13.7815,900.000,890.90,6.50
13.8051,900.000,890.90,6.60
13.8816,900.000,890.90,6.60
13.9044,900.000,890.90,6.60
13.9815,900.000,890.90,6.60
14.0059,900.000,890.90,6.60
14.0815,900.000,890.90,6.60
14.1052,900.000,890.90,6.60
14.1816,900.000,890.90,6.60
14.2038,900.000,890.90,6.60
14.2815,900.000,890.90,6.60
14.3051,900.000,890.90,6.60
14.3816,900.000,890.90,6.60
14.4056,900.000,890.90,6.60
14.4817,900.000,890.90,6.60
14.5062,900.000,890.90,6.50
14.5818,900.000,890.90,6.50
14.6021,900.000,890.90,6.50
14.6817,900.000,890.90,6.50
14.7011,900.000,890.90,6.50
14.7818,900.000,890.90,6.50
14.8037,900.000,890.90,6.60
14.8817,900.000,890.90,6.60
14.9034,900.000,890.90,6.60
14.9816,900.000,890.90,6.60
15.0040,900.000,893.80,6.60
15.0816,900.000,893.80,6.60
15.1016,900.000,893.80,6.60
15.1816,900.000,893.80,6.60
15.2067,900.000,893.80,6.60
15.2815,900.000,893.80,6.60
15.3040,900.000,893.80,6.60
15.3817,900.000,893.80,6.60
15.4056,900.000,893.80,6.60
15.4816,900.000,893.80,6.60
15.5073,900.000,893.80,6.60
15.5817,900.000,893.80,6.60
15.6019,900.000,893.80,6.60
15.6818,900.000,893.80,6.60
15.7042,900.000,893.80,6.60
15.7816,900.000,893.80,6.60
15.8046,900.000,893.80,6.60
15.8817,900.000,893.80,6.60
15.9051,900.000,893.80,6.60
15.9818,900.000,893.80,6.60
16.0056,900.000,893.80,6.60
16.0814,900.000,893.80,6.60
16.1067,900.000,893.80,6.60
16.1816,900.000,893.80,6.60
16.2053,900.000,893.80,6.60
16.2818,900.000,893.80,6.60
16.3054,900.000,893.80,6.60
16.3818,900.000,893.80,6.60
16.4028,900.000,893.80,6.60
16.4817,900.000,893.80,6.60
16.5053,900.000,893.80,6.60
16.5819,900.000,893.80,6.60
16.6059,900.000,893.80,6.70
16.6819,900.000,893.80,6.70
16.7052,900.000,893.80,6.70
16.7817,900.000,893.80,6.70
16.8055,900.000,893.80,6.70
16.8816,900.000,893.80,6.70
16.9033,900.000,893.80,6.70
16.9818,900.000,893.80,6.70
17.0051,900.000,893.80,6.70
17.0818,900.000,893.80,6.70
17.1072,900.000,893.80,6.70
17.1819,900.000,893.80,6.70
17.2053,900.000,893.80,6.70
17.2816,900.000,893.80,6.70
17.3053,900.000,893.80,6.70
17.3816,900.000,893.80,6.70
17.4043,900.000,893.80,6.70
17.4818,900.000,893.80,6.70
17.5030,900.000,893.80,6.70
17.5818,900.000,893.80,6.70
17.6047,900.000,893.80,6.70
17.6818,900.000,893.80,6.70
17.7052,900.000,893.80,6.70
17.7817,900.000,893.80,6.70
17.8041,900.000,893.80,6.70
17.8818,900.000,893.80,6.70
17.9055,900.000,893.80,6.60
17.9816,900.000,893.80,6.60
18.0055,900.000,893.80,6.60
18.0817,900.000,893.80,6.60
18.1060,900.000,893.80,6.60
18.1817,900.000,893.80,6.60
18.2052,900.000,893.80,6.60
18.2816,900.000,893.80,6.60
18.3026,900.000,893.80,6.60
18.3820,900.000,893.80,6.60
18.4030,900.000,893.80,6.60
18.4818,900.000,893.80,6.60
18.5053,900.000,893.80,6.60
18.5818,900.000,893.80,6.60
18.6069,900.000,893.80,6.60
18.6818,900.000,893.80,6.60
18.7016,900.000,893.80,6.60
18.7819,900.000,893.80,6.60
18.8021,900.000,893.80,6.60
18.8817,900.000,893.80,6.60
18.9014,900.000,893.80,6.70
18.9820,900.000,893.80,6.70
19.0053,900.000,893.80,6.70
19.0819,900.000,893.80,6.70
19.1067,900.000,893.80,6.70
19.1818,900.000,893.80,6.70
19.2052,900.000,893.80,6.70
19.2819,900.000,893.80,6.70
19.3032,900.000,893.80,6.70
19.3818,900.000,893.80,6.70
19.4052,900.000,893.80,6.60
19.4819,900.000,893.80,6.60
19.5030,900.000,893.80,6.60
19.5820,900.000,893.80,6.60
19.6029,900.000,893.80,6.60
19.6818,900.000,893.80,6.60
19.7043,900.000,893.80,6.60
19.7826,900.000,893.80,6.60
19.8020,900.000,893.80,6.60
19.8836,900.000,893.80,6.60
19.9046,900.000,893.80,6.70
19.9824,900.000,893.80,6.70
20.0050,900.000,893.80,6.70
20.0816,900.000,893.80,6.70
20.1038,900.000,893.80,6.70
20.1818,900.000,893.80,6.70
20.2010,900.000,893.80,6.70
20.2827,900.000,893.80,6.70
20.3022,900.000,893.80,6.70
20.3820,900.000,893.80,6.70
20.4051,900.000,893.80,6.70
20.4816,900.000,893.80,6.70
20.5014,900.000,893.80,6.70
20.5819,900.000,893.80,6.70
20.6067,900.000,893.80,6.70
20.6818,900.000,893.80,6.70
20.7035,900.000,893.80,6.70
20.7819,900.000,893.80,6.70
20.8021,900.000,893.80,6.70
20.8820,900.000,893.80,6.70
20.9030,900.000,893.80,6.60
20.9818,900.000,893.80,6.60
21.0017,900.000,893.80,6.60
21.0818,900.000,893.80,6.60
21.1069,900.000,893.80,6.60
21.1817,900.000,893.80,6.60
21.2022,900.000,893.80,6.60
21.2821,900.000,893.80,6.60
21.3055,900.000,893.80,6.60
21.3819,900.000,893.80,6.60
21.4053,900.000,893.80,6.70
21.4824,900.000,893.80,6.70
21.5053,900.000,893.80,6.70
21.5819,900.000,893.80,6.70
21.6030,900.000,893.80,6.70
21.6822,900.000,893.80,6.70
21.7036,900.000,893.80,6.70
21.7820,900.000,893.80,6.70
21.8013,900.000,893.80,6.70
21.8821,900.000,893.80,6.70
21.9021,900.000,893.80,6.60
21.9819,900.000,893.80,6.60
22.0009,900.000,893.80,6.60
22.0820,900.000,893.80,6.60
22.1059,900.000,893.80,6.70
22.1818,900.000,893.80,6.70
22.2029,900.000,893.80,6.70
22.2819,900.000,893.80,6.70
22.3052,900.000,893.80,6.70
22.3820,900.000,893.80,6.70
22.4069,900.000,893.80,6.70
22.4821,900.000,893.80,6.70
22.5053,900.000,893.80,6.70
22.5821,900.000,893.80,6.70
22.6052,900.000,893.80,6.70
22.6822,900.000,893.80,6.70
22.7064,900.000,893.80,6.70
22.7819,900.000,893.80,6.70
22.8053,900.000,893.80,6.70
22.8819,900.000,893.80,6.70
22.9022,900.000,893.80,6.70
22.9817,900.000,893.80,6.70
